Voyage ID,Vessel name,Voyage ship place where vessel registered ,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Percent men,Percent women,Percent children,Mortality rate,Captain's name,Resistance label
8319, ,,Rio de Janeiro,Luanda,Rio de Janeiro,,1789,,,,,,,
8320,Santíssimo Sacramento e Todos os Santos,,Rio de Janeiro,Luanda,Rio de Janeiro,,1790,,,,,,"Chamiço, Silvestre José de Oliveira",
8321,NS da Lapa S Antônio e Almas,,Rio de Janeiro,Luanda,Rio de Janeiro,,1790,,,,,,"Cruz, Gabriel da",
8322,Sr do Bonfim e NS dos Prazeres,,Rio de Janeiro,Luanda,Rio de Janeiro,,1790,,,,,,"Santana, José Antônio de",
8323,NS da Conceição Invencível,,Rio de Janeiro,Luanda,Rio de Janeiro,240,1791,,,,,,"Lobo, José Tibério dos Santos",
8324,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1790,,,,,,"Garcia, Francisco Correa",
8325,NS da Boa Viagem e Santana,,Rio de Janeiro,Luanda,Rio de Janeiro,,1790,,,,,,"Rosa, Antônio de Souza",
8326,NS das Brotas e S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1791,,,,,,"Lopes, Francisco de Paula",
8327,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1791,,,,,,"Miranda, Tomás da Costa",
8328,NS do Bonsucesso e S Antônio Portilhão,,Rio de Janeiro,Luanda,Rio de Janeiro,,1791,,,,,,"Rosario, Inácio Antunes do",
8329,NS da Conceição e S Antônio,,Rio de Janeiro,Luanda,Rio de Janeiro,435,1791,,,,,,"Ribeiro, Joaquim José<br/> Ribeiro, Domingos Antonio",
8330,Flora,,Rio de Janeiro,Luanda,Rio de Janeiro,,1791,,,,,,"Guimarães, Manoel de Souza",
8331,NS da Conceição e S Rita,,Rio de Janeiro,Luanda,Rio de Janeiro,,1791,,,,,,"Amaral, João Homem do",
8332,NS da Barroquinha S Antônio e Almas,,Rio de Janeiro,Luanda,Rio de Janeiro,,1791,,,,,,"Araújo, Aleixo de",
8333,NS da Boa Viagem e Santana,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Rosa, Antônio de Souza",
8334,Santana e S José,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Lobo, João do Rêgo",
8336,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Garcia, Francisco Correa",
8337,S João Batista,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,(O Procurador),
8338,NS da Conceição e S Bento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Santana, José Antônio de",
8339,Flora,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Barbosa, José Pinto",
8340,NS das Brotas e S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Rodrigues, José Domingos",
8341,NS da Conceição e S Rita,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Figueiredo, João Luís de",
8342,NS dos Prazeres e Santíssimo Sacramento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Martins, José Francisco",
8343,Menino de Deus e NS do Livramento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Cruz, Joaquim Pereira da",
8344,S João Batista e Proteção,,Rio de Janeiro,Luanda,Rio de Janeiro,,1792,,,,,,"Rodrigues, Antônio José",
8345,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Souza, Vicente Ferreira de",
8346,NS da Boa Viagem e Santana,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Rosa, Antônio de Souza",
8347,Divino Espírito Santo,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Lobo, João do Rêgo",
8348,NS da Conceição e S Rita,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Figueiredo, João Luís de",
8349,NS da Conceição e S Bento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Rodrigues, Antônio José",
8350,NS da Conceição,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Chaves, Antônio José Rodrigues",
8351,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Garcia, Francisco Correa",
8352,NS dos Prazeres e Santíssimo Sacramento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,"Martins, José Francisco",
8353, ,,Rio de Janeiro,Luanda,Rio de Janeiro,,1793,,,,,,,
8354,S Francisco de Assis,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Lopes, Francisco de Paula",
8355,Santíssimo Sacramento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"França, Agostinho José",
8356,NS da Conceição S Antônio e Almas,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Cruz, Joaquim Pereira da",
8357,NS do Monte do Carmo e Boa Fortuna,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Rosario, Inácio Antunes do",
8358,NS da Conceição e S Rita,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Figueiredo, João Luís de",
8359,NS da Boa Viagem e Santana,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Rosa, Antônio de Souza",
8360,NS da Conceição e S Bento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Chaves, Antônio José Rodrigues",
8361,NS da Conceição e Almas,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Felipe, José<br/> Pinheiro, João Vaz",
8362,NS dos Prazeres e Santíssimo Sacramento,,Rio de Janeiro,Benguela,Rio de Janeiro,,1794,,,,,,"Martins, José Francisco",
8363,Menino de Deus e NS do Livramento,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Santana, José Antônio de",
8364,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Garcia, Francisco Correa",
8365,NS da Natividade e S Francisco Xavier,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Medões, Bernardo da Silva",
8366, ,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,,
8368,NS da Conceição Cabo Frio,,Rio de Janeiro,Luanda,Rio de Janeiro,,1795,,,,,,"Silva, Joaquim Antônio da",
8371,NS do Monte do Carmo e Emulação,,Rio de Janeiro,Luanda,Rio de Janeiro,,1795,,,,,,"Ferreira, Manoel José",
8373,NS da Conceição e S Rita,,Rio de Janeiro,Luanda,Rio de Janeiro,,1795,,,,,,"Oliveira, João Soares de",
8375,NS das Brotas e S João Nepomuceno Perjuíba,,Rio de Janeiro,Luanda,Rio de Janeiro,,1795,,,,,,"Souza, Crispim da Silveira e",
8376,Flora,,Rio de Janeiro,Luanda,Rio de Janeiro,,1795,,,,,,"Figueiredo, João Luís de",
8378,NS das Brotas e S João Nepomuceno,,Rio de Janeiro,Luanda,"Bahia, port unspecified",,1796,460,,,,0.09,"Rosario, Inácio Antunes do",
8379,NS da Conceição e S Francisco de Paula,,Rio de Janeiro,Luanda,Rio de Janeiro,,1796,,,,,,"Costa, José Bento da",
8382,Divino Espírito Santo,,Rio de Janeiro,Luanda,"Bahia, port unspecified",,1796,416,,,,0.02,"França, Agostinho Alves<br/> Firme, Manoel Caetano",
8385,Santíssimo Sacramento e Todos os Santos,,Rio de Janeiro,Luanda,Rio de Janeiro,,1796,,,,,,"Cruz, Pedro José da",
8387,Rainha dos Anjos,,Rio de Janeiro,Luanda,Rio de Janeiro,,1796,,,,,,"Figueiredo, João Luís de",
8388,Escorrega,,Rio de Janeiro,Luanda,Rio de Janeiro,,1796,,,,,,"Guedes, João Vaz Pinheiro",
8389,NS da Conceição e S Francisco de Paula,,Rio de Janeiro,Luanda,Rio de Janeiro,,1797,,,,,,"Leiria, Joaquim das Neves",
8390,NS da Guia e Palma,,Rio de Janeiro,Luanda,Rio de Janeiro,,1797,,,,,,"Pedroso, Manoel Joaquim Vieira<br/> Cruz, Joaquim Pereira da",
8391, ,,Rio de Janeiro,Luanda,Rio de Janeiro,,1796,,,,,,"Menezes, José Francisco",
8394,Minerva,,Rio de Janeiro,Luanda,Rio de Janeiro,,1797,,,,,,"Alves, José Francisco",
8397,Santíssimo Sacramento e Todos os Santos,,Rio de Janeiro,Luanda,Rio de Janeiro,,1797,,,,,,"Cruz, Pedro José da",
8400,NS da Conceição e S Bento Bela Africana,,"Bahia, port unspecified",Luanda,Rio de Janeiro,,1797,,,,,,"Lisboa, Antônio da Silva",
8401,Rainha dos Anjos,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1797,,,,,,"Chaves, Antônio José Rodrigues",
8402,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1797,,,,,,"Melo, José Rodrigues de",
8403,S João Batista,,Rio de Janeiro,Luanda,Rio de Janeiro,,1797,,,,,,"Martins, Inácio",
8404,NS da Conceição e S Rita,,Lisbon,Luanda,"Pernambuco, port unspecified",,1797,,,,,,"Leiria, Joaquim das Neves",
8406,NS da Guia e Sr Bom Jesus das Portas,,Rio de Janeiro,Luanda,Rio de Janeiro,,1797,,,,,,"Guedes, Manoel da Silva",
8408,Divino Espírito Santo e Trovoada,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",539,1798,,,,0.04453,,"Firme, Manoel Caetano",
8409,NS do Monte do Carmo Luanda,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1799,,,,,,"Oliveira, José Antônio de",
8411,Rainha dos Anjos,,Rio de Janeiro,Luanda,Montevideo,575,1799,524,,,0.02609,0.09,"Santana, José Antônio de",
8414,Ativo e Bela Sociedade,,Rio de Janeiro,Luanda,Rio de Janeiro,401,1799,,,,0.01995,,"Viana, Antônio José",
8415,NS da Conceição e Sr dos Passos,,Rio de Janeiro,Luanda,Rio de Janeiro,,1800,,,,,,"Vieira, Manoel Bernardes",
8416,S Antônio Pérola do Sul,,Rio de Janeiro,Luanda,"Bahia, port unspecified",580,1800,,,,0.0,,"Martins, José Francisco",
8417,NS da Conceição e S Rita,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",603,1801,,,,0.0,,"Costa, Silvestre Manoel Pereira da",
8418,NS da Guia e Sr Bom Jesus das Portas,,Rio de Janeiro,Luanda,Rio de Janeiro,431,1801,,,,0.0348,,"Moraes, Alexandre Gonçalves de",
8419,NS da Conceição e Sr dos Passos,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",562,1801,,,,0.04982,,"Sá, Manoel Gomes de",
8420,Rainha dos Anjos,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",596,1801,,,,0.04362,,"Santana, José Antônio de",
8421,S João Diligente Vulcano,,Rio de Janeiro,Luanda,Rio de Janeiro,494,1801,,,,0.03846,,"Bonjardim, Inácio João<br/> Bonjardim, Manoel Inácio João",
8422,Fastídio,,Rio de Janeiro,Luanda,Rio de Janeiro,,1801,,,,,,"Fonseca, José da",
8423,S Antônio Pérola do Sul,,Rio de Janeiro,Luanda,"Bahia, port unspecified",582,1801,,,,0.05326,,"Conceição, José da<br/> Martins, Marcos",
8424,Ativo e Bela Sociedade,,Rio de Janeiro,Luanda,"Bahia, port unspecified",392,1801,,,,0.04337,,"Viana, Antônio José",
8425,S João,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",540,1801,,,,0.0463,,"Lisboa, José Ferreira<br/> Rêgo, Francisco de Sales",
8426,S José Júpiter,,Rio de Janeiro,Luanda,"Bahia, port unspecified",544,1802,,,,0.0,,"Rosario, Inácio Antunes do",
8427,Bom Despacho,,Rio de Janeiro,Benguela,Rio de Janeiro,,1803,,,,,,"Guedes, Manoel da Silva",
8428,S João,,Rio de Janeiro,Luanda,Para,545,1804,,,,0.0367,,"Machado, Teotônio Vicente",
8429,Flor do Mar,,Rio de Janeiro,Luanda,Maranhao,513,1803,,,,0.0,,"Medões, Bernardo da Silva",
8431,Minerva,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",456,1804,,,,0.03947,,"Caldas, Manoel José",
8432,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1804,,,,,,"Firme, Manoel Caetano",
8433,Mariana Dáfne,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",587,1804,,,,0.03407,,"Guedes, Manoel da Silva",
8434,Emulação,,Rio de Janeiro,Luanda,Rio de Janeiro,,1804,,,,,,"Vasconcelos, Tomé Guedes Pinto de",
8435,NS da Conceição e S Bento Bela Africana,,Rio de Janeiro,Luanda,Maranhao,874,1805,,,,0.00458,,"Carvalho, Francisco Benício de",
8436,NS da Conceição e S Rita,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",592,1804,,,,0.06081,,"Costa, Silvestre Manoel Pereira da",
8437,S Pedro do Sul,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",487,1805,,,,0.02108,,"Vieira, Antônio Francisco",
8438,S João Arlequim,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",469,1805,,,,0.05757,,"Vieira, Manoel Bernardes<br/> Martins, Marcos",
8439,Amizade,,Rio de Janeiro,Luanda,Para,592,1805,,,,0.02872,,"Lemos, Francisco Álvares de Souza<br/> Melo, José Pereira de",
